"average_neighbor_degree_HL","betweenness_centrality_HL","betweenness_HL","closeness_centrality_HL","closeness_HL","d_HL","degree_centrality_HL","degree_HL","Fisher.alpha_HL","generality.HL","hits_authorities_HL","hits_hubs_HL","interaction.push.pull_HL","isolate_HL","latapy_clustering_HL","nestedrank_HL","niche.overlap.HL","node.specialisation.index.NSI_HL","node_redundancy_HL","pagerank_HL","PDI_HL","robustness.HL","species.specificity.index_HL","species.strength_HL","V.ratio.HL"
19.6667,0.0366,0.0632112884374398,0.9478,0.0223613595706619,0.0536000293198903,0.8571,6,1073741869.66667,2.51923076923077,0.0651,0.047,-0.0912198912198912,NA,0.3601,0.0588235294117647,0.378276395131599,1.03921568627451,1,0.0205,0.166666666666667,0.925143038566957,0.166666666666667,0.452680652680653,2.4534790722474
28.3333,0.0081,0.0245093653605167,0.845,0.0214669051878354,0,0.4286,3,536870956.16667,2.51923076923077,0.0446,0.0322,-0.296969696969697,NA,0.4676,0.372549019607843,0.378276395131599,1.11764705882353,1,0.0117,0.666666666666667,0.925143038566957,0.471404520791032,0.109090909090909,2.4534790722474
33,0,0,0.6855,0.0185599284436494,0,0.1429,1,134217776.500017,2.51923076923077,0.0166,0.012,-0.96969696969697,NA,0.4459,0.745098039215686,0.378276395131599,1.37254901960784,NA,0.0057,1,0.925143038566957,1,0.0303030303030303,2.4534790722474
33,0,0,0.6855,0.0185599284436494,0,0.1429,1,134217776.500017,2.51923076923077,0.0166,0.012,-0.96969696969697,NA,0.4459,0.764705882352941,0.378276395131599,1.37254901960784,NA,0.0057,1,0.925143038566957,1,0.0303030303030303,2.4534790722474
18.7143,0.0501,0.0833598898360412,1,0.0228085867620751,0.0251179997375973,1,7,536870961.21429,2.51923076923077,0.0727,0.0525,-0.0671994671994672,NA,0.3473,0,0.378276395131599,1,1,0.0235,0,0.925143038566957,0,0.52960372960373,2.4534790722474
30,0,0,0.6606,0.0178890876565295,0.0272586797336571,0.1429,1,134217776.500017,2.51923076923077,0.0146,0.0105,-0.966666666666667,NA,0.4834,0.803921568627451,0.378276395131599,1.43137254901961,NA,0.0058,1,0.925143038566957,1,0.0333333333333333,2.4534790722474
25.3333,0.0111,0.0305023101898102,0.8321,0.0212432915921288,0.0526685754493908,0.4286,3,536870956.16667,2.51923076923077,0.0387,0.028,-0.286480186480186,NA,0.4089,0.392156862745098,0.378276395131599,1.13725490196078,1,0.0119,0.666666666666667,0.925143038566957,0.471404520791032,0.140559440559441,2.4534790722474
25,0.0247,0.0632112884374398,0.916,0.0223613595706619,0,0.5714,4,2147483650,2.51923076923077,0.0521,0.0376,-0.206060606060606,NA,0.4106,0.156862745098039,0.378276395131599,1.03921568627451,1,0.0149,0.5,0.925143038566957,0.353553390593274,0.175757575757576,2.4534790722474
21,0.0415,0.0833598898360412,0.982,0.0228085867620751,0,0.8571,6,1073741869.66667,2.51923076923077,0.0686,0.0496,-0.111732711732712,NA,0.38,0.0784313725490196,0.378276395131599,1,1,0.0206,0.166666666666667,0.925143038566957,0.166666666666667,0.32960372960373,2.4534790722474
30,0,0,0.6606,0.0178890876565295,0.0272586797336571,0.1429,1,134217776.500017,2.51923076923077,0.0146,0.0105,-0.966666666666667,NA,0.4834,0.823529411764706,0.378276395131599,1.43137254901961,NA,0.0058,1,0.925143038566957,1,0.0333333333333333,2.4534790722474
33,0,0,0.6855,0.0185599284436494,0,0.1429,1,134217776.500017,2.51923076923077,0.0166,0.012,-0.96969696969697,NA,0.4459,0.843137254901961,0.378276395131599,1.37254901960784,NA,0.0057,1,0.925143038566957,1,0.0303030303030303,2.4534790722474
20.75,0.0171,0.0461131521986785,0.8195,0.0207960644007156,0.0658629089558302,0.5714,4,2147483650,2.51923076923077,0.0451,0.0326,-0.19516317016317,NA,0.3687,0.176470588235294,0.378276395131599,1.17647058823529,1,0.0147,0.5,0.925143038566957,0.353553390593274,0.219347319347319,2.4534790722474
22,0,0,0.6022,0.0161001788908766,0.115962886102871,0.1429,1,134217776.500017,2.51923076923077,0.0135,0.0097,-0.954545454545455,NA,0.2747,0.862745098039216,0.378276395131599,1.58823529411765,NA,0.0054,1,0.925143038566957,1,0.0454545454545455,2.4534790722474
19.3333,0.0276,0.0414528385539899,0.916,0.0219141323792487,0.0616273632202403,0.8571,6,1073741869.66667,2.51923076923077,0.0652,0.047,-0.0895104895104895,NA,0.3688,0.0980392156862745,0.378276395131599,1.07843137254902,1,0.0203,0.166666666666667,0.925143038566957,0.166666666666667,0.462937062937063,2.4534790722474
18.7143,0.0501,0.0833598898360412,1,0.0228085867620751,0.0251179997375973,1,7,536870961.21429,2.51923076923077,0.0727,0.0525,-0.0671994671994672,NA,0.3473,0.0196078431372549,0.378276395131599,1,1,0.0235,0,0.925143038566957,0,0.52960372960373,2.4534790722474
31.5,0.0043,0.0151614010989011,0.7956,0.0207960644007156,0,0.2857,2,268435505.000009,2.51923076923077,0.0312,0.0225,-0.468181818181818,NA,0.4795,0.450980392156863,0.378276395131599,1.17647058823529,1,0.0089,0.833333333333333,0.925143038566957,0.645497224367903,0.0636363636363636,2.4534790722474
31.5,0.0043,0.0151614010989011,0.7956,0.0207960644007156,0,0.2857,2,268435505.000009,2.51923076923077,0.0312,0.0225,-0.468181818181818,NA,0.4795,0.470588235294118,0.378276395131599,1.17647058823529,1,0.0089,0.833333333333333,0.925143038566957,0.645497224367903,0.0636363636363636,2.4534790722474
31.5,0.0043,0.0151614010989011,0.7956,0.0207960644007156,0,0.2857,2,268435505.000009,2.51923076923077,0.0312,0.0225,-0.468181818181818,NA,0.4795,0.490196078431373,0.378276395131599,1.17647058823529,1,0.0089,0.833333333333333,0.925143038566957,0.645497224367903,0.0636363636363636,2.4534790722474
20.6,0.017,0.0245093653605167,0.872,0.0214669051878354,0.0719847008277474,0.7143,5,2147483650.5,2.51923076923077,0.0576,0.0416,-0.122797202797203,NA,0.3861,0.117647058823529,0.378276395131599,1.11764705882353,1,0.0173,0.333333333333333,0.925143038566957,0.258198889747161,0.386013986013986,2.4534790722474
22.2,0.0206,0.0414528385539899,0.9008,0.0219141323792487,0.00937643928064969,0.7143,5,2147483650.5,2.51923076923077,0.0611,0.0441,-0.147412587412587,NA,0.4099,0.137254901960784,0.378276395131599,1.07843137254902,1,0.0175,0.333333333333333,0.925143038566957,0.258198889747161,0.262937062937063,2.4534790722474
24.5,0.0166,0.0414528385539899,0.8862,0.0219141323792487,0.0112706249383581,0.5714,4,2147483650,2.51923076923077,0.0522,0.0377,-0.203496503496504,NA,0.4207,0.196078431372549,0.378276395131599,1.07843137254902,1,0.0147,0.5,0.925143038566957,0.353553390593274,0.186013986013986,2.4534790722474
13,0,0,0.5477,0.014087656529517,0.266425336604802,0.1429,1,134217776.500017,2.51923076923077,0.0076,0.0055,-0.923076923076923,NA,0.2974,0.901960784313726,0.378276395131599,1.76470588235294,NA,0.0055,1,0.925143038566957,1,0.0769230769230769,2.4534790722474
15,0,0,0.559,0.0145348837209302,0.225498542904218,0.1429,1,134217776.500017,2.51923076923077,0.0075,0.0054,-0.933333333333333,NA,0.4014,0.92156862745098,0.378276395131599,1.72549019607843,NA,0.0057,1,0.925143038566957,1,0.0666666666666667,2.4534790722474
33,0,0,0.6855,0.0185599284436494,0,0.1429,1,134217776.500017,2.51923076923077,0.0166,0.012,-0.96969696969697,NA,0.4459,0.941176470588235,0.378276395131599,1.37254901960784,NA,0.0057,1,0.925143038566957,1,0.0303030303030303,2.4534790722474
33,0,0,0.6855,0.0185599284436494,0,0.1429,1,134217776.500017,2.51923076923077,0.0166,0.012,-0.96969696969697,NA,0.4459,0.96078431372549,0.378276395131599,1.37254901960784,NA,0.0057,1,0.925143038566957,1,0.0303030303030303,2.4534790722474
20.75,0.0171,0.0461131521986785,0.8195,0.0207960644007156,0.0658629089558302,0.5714,4,2147483650,2.51923076923077,0.0451,0.0326,-0.19516317016317,NA,0.3687,0.235294117647059,0.378276395131599,1.17647058823529,1,0.0147,0.5,0.925143038566957,0.353553390593274,0.219347319347319,2.4534790722474
24.5,0.0111,0.0245093653605167,0.8583,0.0214669051878354,0.0112706249383581,0.5714,4,2147483650,2.51923076923077,0.0536,0.0387,-0.203496503496504,NA,0.4406,0.254901960784314,0.378276395131599,1.11764705882353,1,0.0145,0.5,0.925143038566957,0.353553390593274,0.186013986013986,2.4534790722474
15,0,0,0.5882,0.020935960591133,0.178342159760691,0.1667,1,134217776.500017,2.68421052631579,0.0231,0.0128,-0.933333333333333,NA,0.3702,0.702702702702703,0.416373345320714,1.62162162162162,NA,0.0074,1,0.930252397649222,1,0.0666666666666667,2.00198412698413
21,0.0036,0.0162487335359676,0.7692,0.0270935960591133,0.0106351343028077,0.3333,2,268435505.000009,2.68421052631579,0.0665,0.0368,-0.448148148148148,NA,0.4029,0.540540540540541,0.416373345320714,1.21621621621622,1,0.0114,0.8,0.930252397649222,0.632455532033676,0.103703703703704,2.00198412698413
27,0,0,0.7143,0.0258620689655172,0,0.1667,1,134217776.500017,2.68421052631579,0.038,0.021,-0.962962962962963,NA,0.4821,0.810810810810811,0.416373345320714,1.2972972972973,NA,0.0077,1,0.930252397649222,1,0.037037037037037,2.00198412698413
21.5,0.0013,0.00222564389697648,0.7407,0.0262725779967159,0,0.3333,2,268435505.000009,2.68421052631579,0.0644,0.0357,-0.450231481481482,NA,0.516,0.621621621621622,0.416373345320714,1.27027027027027,1,0.0115,0.8,0.930252397649222,0.632455532033676,0.099537037037037,2.00198412698413
21.5,0.0013,0.00222564389697648,0.7407,0.0262725779967159,0,0.3333,2,268435505.000009,2.68421052631579,0.0644,0.0357,-0.450231481481482,NA,0.516,0.648648648648649,0.416373345320714,1.27027027027027,1,0.0115,0.8,0.930252397649222,0.632455532033676,0.099537037037037,2.00198412698413
17,0.0495,0.0906196693021095,1,0.0303776683087028,0,1,6,1073741869.66667,2.68421052631579,0.1697,0.094,-0.104617758784425,NA,0.4324,0.0540540540540541,0.416373345320714,1,1,0.0266,0,0.930252397649222,0,0.372293447293447,2.00198412698413
21.5,0.0013,0.00222564389697648,0.7407,0.0262725779967159,0,0.3333,2,268435505.000009,2.68421052631579,0.0644,0.0357,-0.450231481481482,NA,0.516,0.675675675675676,0.416373345320714,1.27027027027027,1,0.0115,0.8,0.930252397649222,0.632455532033676,0.099537037037037,2.00198412698413
19.3333,0.0204,0.0797977341450679,0.9091,0.0299671592775041,0.00729990008737341,0.5,3,536870956.16667,2.68421052631579,0.0887,0.0491,-0.277932098765432,NA,0.3588,0.405405405405405,0.416373345320714,1.02702702702703,1,0.0155,0.6,0.930252397649222,0.447213595499958,0.166203703703704,2.00198412698413
27,0,0,0.7143,0.0258620689655172,0,0.1667,1,134217776.500017,2.68421052631579,0.038,0.021,-0.962962962962963,NA,0.4821,1,0.416373345320714,1.2972972972973,NA,0.0077,1,0.930252397649222,1,0.037037037037037,2.00198412698413
17.4,0.0256,0.0495090954787697,0.9091,0.0291461412151067,0.010037153135432,0.8333,5,2147483650.5,2.68421052631579,0.1466,0.0812,-0.138874643874644,NA,0.4441,0.0810810810810811,0.416373345320714,1.08108108108108,1,0.0226,0.2,0.930252397649222,0.2,0.305626780626781,2.00198412698413
19.3333,0.0118,0.0495090954787697,0.8696,0.0291461412151067,0.00729990008737341,0.5,3,536870956.16667,2.68421052631579,0.094,0.0521,-0.277932098765432,NA,0.375,0.27027027027027,0.416373345320714,1.08108108108108,1,0.0151,0.6,0.930252397649222,0.447213595499958,0.166203703703704,2.00198412698413
14.5,6e-04,0.00104744025269682,0.625,0.0221674876847291,0.120441043218637,0.3333,2,268435505.000009,2.68421052631579,0.0537,0.0298,-0.430288461538462,NA,0.3676,0.432432432432432,0.416373345320714,1.54054054054054,1,0.0108,0.8,0.930252397649222,0.632455532033676,0.139423076923077,2.00198412698413
17.4,0.0256,0.0495090954787697,0.9091,0.0291461412151067,0.010037153135432,0.8333,5,2147483650.5,2.68421052631579,0.1466,0.0812,-0.138874643874644,NA,0.4441,0.108108108108108,0.416373345320714,1.08108108108108,1,0.0226,0.2,0.930252397649222,0.2,0.305626780626781,2.00198412698413
16,0.0029,0.0151979890676699,0.7018,0.0250410509031199,0.0862246947178846,0.3333,2,268435505.000009,2.68421052631579,0.054,0.0299,-0.4375,NA,0.3049,0.459459459459459,0.416373345320714,1.35135135135135,1,0.0111,0.8,0.930252397649222,0.632455532033676,0.125,2.00198412698413
21.5,0.0013,0.00222564389697648,0.7407,0.0262725779967159,0,0.3333,2,268435505.000009,2.68421052631579,0.0644,0.0357,-0.450231481481482,NA,0.516,0.486486486486487,0.416373345320714,1.27027027027027,1,0.0115,0.8,0.930252397649222,0.632455532033676,0.099537037037037,2.00198412698413
16,0,0,0.597,0.0213464696223317,0.15876032857139,0.1667,1,134217776.500017,2.68421052631579,0.0276,0.0153,-0.9375,NA,0.2833,0.72972972972973,0.416373345320714,1.59459459459459,NA,0.0072,1,0.930252397649222,1,0.0625,2.00198412698413
14.6667,0.0048,0.0117533788176779,0.678,0.0238095238095238,0.0899699968517332,0.5,3,536870956.16667,2.68421052631579,0.0768,0.0425,-0.264636752136752,NA,0.4333,0.297297297297297,0.416373345320714,1.43243243243243,1,0.0148,0.6,0.930252397649222,0.447213595499958,0.206089743589744,2.00198412698413
15,0,0,0.5882,0.020935960591133,0.178342159760691,0.1667,1,134217776.500017,2.68421052631579,0.0231,0.0128,-0.933333333333333,NA,0.3702,0.756756756756757,0.416373345320714,1.62162162162162,NA,0.0074,1,0.930252397649222,1,0.0666666666666667,2.00198412698413
21.5,0.0013,0.00222564389697648,0.7407,0.0262725779967159,0,0.3333,2,268435505.000009,2.68421052631579,0.0644,0.0357,-0.450231481481482,NA,0.516,0.513513513513513,0.416373345320714,1.27027027027027,1,0.0115,0.8,0.930252397649222,0.632455532033676,0.099537037037037,2.00198412698413
17,0.0495,0.0906196693021095,1,0.0303776683087028,0,1,6,1073741869.66667,2.68421052631579,0.1697,0.094,-0.104617758784425,NA,0.4324,0,0.416373345320714,1,1,0.0266,0,0.930252397649222,0,0.372293447293447,2.00198412698413
17.2,0.0358,0.0906196693021095,0.9756,0.0303776683087028,0.0145639120511146,0.8333,5,2147483650.5,2.68421052631579,0.1432,0.0793,-0.138041310541311,NA,0.4,0.135135135135135,0.416373345320714,1,1,0.0228,0.2,0.930252397649222,0.2,0.309793447293447,2.00198412698413
15.5,0.0027,0.0117533788176779,0.6667,0.0238095238095238,0.0968598290206924,0.3333,2,268435505.000009,2.68421052631579,0.0507,0.0281,-0.435416666666667,NA,0.3675,0.567567567567568,0.416373345320714,1.43243243243243,1,0.0112,0.8,0.930252397649222,0.632455532033676,0.129166666666667,2.00198412698413
19.3333,0.0069,0.0192305309581839,0.8,0.027504105090312,0.00729990008737341,0.5,3,536870956.16667,2.68421052631579,0.0929,0.0515,-0.277932098765432,NA,0.4572,0.324324324324324,0.416373345320714,1.18918918918919,1,0.0153,0.6,0.930252397649222,0.447213595499958,0.166203703703704,2.00198412698413
14.3333,0.0051,0.0166363113836518,0.6897,0.0242200328407225,0.0972698969391066,0.5,3,536870956.16667,2.68421052631579,0.0776,0.043,-0.263247863247863,NA,0.3833,0.351351351351351,0.416373345320714,1.40540540540541,1,0.0147,0.6,0.930252397649222,0.447213595499958,0.21025641025641,2.00198412698413
15,0,0,0.5882,0.020935960591133,0.178342159760691,0.1667,1,134217776.500017,2.68421052631579,0.0231,0.0128,-0.933333333333333,NA,0.3702,0.783783783783784,0.416373345320714,1.62162162162162,NA,0.0074,1,0.930252397649222,1,0.0666666666666667,2.00198412698413
14.75,0.0102,0.0234553736313749,0.7273,0.0250410509031199,0.0688736329148033,0.6667,4,2147483650,2.68421052631579,0.1052,0.0583,-0.181810897435897,NA,0.4535,0.243243243243243,0.416373345320714,1.35135135135135,1,0.0185,0.4,0.930252397649222,0.316227766016838,0.27275641025641,2.00198412698413
21.5,0.0013,0.00222564389697648,0.7407,0.0262725779967159,0,0.3333,2,268435505.000009,2.68421052631579,0.0644,0.0357,-0.450231481481482,NA,0.516,0.594594594594595,0.416373345320714,1.27027027027027,1,0.0115,0.8,0.930252397649222,0.632455532033676,0.099537037037037,2.00198412698413
17,0.0495,0.0906196693021095,1,0.0303776683087028,0,1,6,1073741869.66667,2.68421052631579,0.1697,0.094,-0.104617758784425,NA,0.4324,0.027027027027027,0.416373345320714,1,1,0.0266,0,0.930252397649222,0,0.372293447293447,2.00198412698413
17.2,0.0358,0.0906196693021095,0.9756,0.0303776683087028,0.0145639120511146,0.8333,5,2147483650.5,2.68421052631579,0.1432,0.0793,-0.138041310541311,NA,0.4,0.162162162162162,0.416373345320714,1,1,0.0228,0.2,0.930252397649222,0.2,0.309793447293447,2.00198412698413
27,0,0,0.7143,0.0258620689655172,0,0.1667,1,134217776.500017,2.68421052631579,0.038,0.021,-0.962962962962963,NA,0.4821,0.837837837837838,0.416373345320714,1.2972972972973,NA,0.0077,1,0.930252397649222,1,0.037037037037037,2.00198412698413
27,0,0,0.7143,0.0258620689655172,0,0.1667,1,134217776.500017,2.68421052631579,0.038,0.021,-0.962962962962963,NA,0.4821,0.864864864864865,0.416373345320714,1.2972972972973,NA,0.0077,1,0.930252397649222,1,0.037037037037037,2.00198412698413
19.3333,0.0181,0.0607419007940218,0.8696,0.0291461412151067,0.00729990008737341,0.5,3,536870956.16667,2.68421052631579,0.0875,0.0485,-0.277932098765432,NA,0.4005,0.378378378378378,0.416373345320714,1.08108108108108,1,0.0156,0.6,0.930252397649222,0.447213595499958,0.166203703703704,2.00198412698413
17.4,0.0256,0.0495090954787697,0.9091,0.0291461412151067,0.010037153135432,0.8333,5,2147483650.5,2.68421052631579,0.1466,0.0812,-0.138874643874644,NA,0.4441,0.189189189189189,0.416373345320714,1.08108108108108,1,0.0226,0.2,0.930252397649222,0.2,0.305626780626781,2.00198412698413
17.2,0.035,0.0796486367885238,0.9524,0.0299671592775041,0.0145639120511146,0.8333,5,2147483650.5,2.68421052631579,0.1421,0.0787,-0.138041310541311,NA,0.4065,0.216216216216216,0.416373345320714,1.02702702702703,1,0.0229,0.2,0.930252397649222,0.2,0.309793447293447,2.00198412698413
27,0,0,0.7143,0.0258620689655172,0,0.1667,1,134217776.500017,2.68421052631579,0.038,0.021,-0.962962962962963,NA,0.4821,0.891891891891892,0.416373345320714,1.2972972972973,NA,0.0077,1,0.930252397649222,1,0.037037037037037,2.00198412698413
27,0,0,0.7143,0.0258620689655172,0,0.1667,1,134217776.500017,2.68421052631579,0.038,0.021,-0.962962962962963,NA,0.4821,0.918918918918919,0.416373345320714,1.2972972972973,NA,0.0077,1,0.930252397649222,1,0.037037037037037,2.00198412698413
15,0,0,0.5882,0.020935960591133,0.178342159760691,0.1667,1,134217776.500017,2.68421052631579,0.0285,0.0158,-0.933333333333333,NA,0.2464,0.945945945945946,0.416373345320714,1.62162162162162,NA,0.0071,1,0.930252397649222,1,0.0666666666666667,2.00198412698413
27,0,0,0.7143,0.0258620689655172,0,0.1667,1,134217776.500017,2.68421052631579,0.038,0.021,-0.962962962962963,NA,0.4821,0.972972972972973,0.416373345320714,1.2972972972973,NA,0.0077,1,0.930252397649222,1,0.037037037037037,2.00198412698413
1.6667,0.6617,1,0.6571,0.235294117647059,0,0.6,9,2147483652.5,4.2,0.1558,-0.127,0.638888888888889,NA,0.1389,0,0.183956043956044,1,0.0833,0.1959,0.428571428571429,0.377601245714524,0.218217890235992,6.75,3.54545454545455
2,0,0,0.3333,0.147058823529412,0.5,0.0667,1,134217776.500017,4.2,0.015,-0.0122,-0.5,NA,0.1111,0.75,0.183956043956044,1.75,NA,0.029,1,0.377601245714524,1,0.5,3.54545454545455
1.8333,0.3443,0,0.5349,0.205882352941176,0.2,0.4,6,1073741869.66667,4.2,0.0985,-0.0803,0.541666666666667,NA,0.1759,0.25,0.183956043956044,1.25,0.2,0.1299,0.642857142857143,0.377601245714524,0.327326835353989,4.25,3.54545454545455
1.75,0.3054,0,0.4894,0.205882352941176,0.6,0.2667,4,2147483650,4.2,0.0381,-0.031,0.5625,NA,0.1481,0.5,0.183956043956044,1.25,0,0.0987,0.785714285714286,0.377601245714524,0.443202630213959,3.25,3.54545454545455
4,0,0,0.434,0.205882352941176,0,0.0667,1,134217776.500017,4.2,0.0281,-0.0229,-0.75,NA,0.1759,1,0.183956043956044,1.25,NA,0.0261,1,0.377601245714524,1,0.25,3.54545454545455
6,0.0111,0,0.5,0.0503875968992248,0.349485002168009,0.1,2,268435505.000009,3.5,0.0157,0.0163,-0.2,NA,0.2151,0.529411764705882,0.290513765178368,1.47058823529412,1,0.0177,0.947368421052632,0.616441421715449,0.688247201611685,0.6,3.60719041278296
8,0.0134,0.0525380291005291,0.5745,0.060077519379845,0.132646669557346,0.15,3,536870956.16667,3.5,0.0323,0.0335,-0.183333333333333,NA,0.303,0.411764705882353,0.290513765178368,1.17647058823529,1,0.0225,0.894736842105263,0.616441421715449,0.54611868127275,0.45,3.60719041278296
2,0,0,0.3803,0.0348837209302326,0.698970004336019,0.05,1,134217776.500017,3.5,0.0027,0.0028,-0.5,NA,0.0909,1,0.290513765178368,1.94117647058824,NA,0.0129,1,0.616441421715449,1,0.5,3.60719041278296
10,0.0048,0.0345568783068783,0.54,0.0581395348837209,0,0.1,2,268435505.000009,3.5,0.0259,0.0268,-0.4,NA,0.3655,0.647058823529412,0.290513765178368,1.23529411764706,1,0.0161,0.947368421052632,0.616441421715449,0.688247201611685,0.2,3.60719041278296
5,0.0592,0.00520833333333333,0.5294,0.0523255813953488,0.465980002890679,0.15,3,536870956.16667,3.5,0.0196,0.0203,0.116666666666667,NA,0.2172,0.470588235294118,0.290513765178368,1.41176470588235,0.3333,0.0264,0.894736842105263,0.616441421715449,0.54611868127275,1.35,3.60719041278296
5,0.1873,0.0998098544973545,0.675,0.063953488372093,0.234898138062287,0.4,8,2147483652,3.5,0.0568,0.0588,0.31875,NA,0.2127,0.0588235294117647,0.290513765178368,1.05882352941176,0.3929,0.0604,0.631578947368421,0.616441421715449,0.280975743474508,3.55,3.60719041278296
4.6364,0.3201,0.433143187830688,0.75,0.0658914728682171,0.0454411949205685,0.55,11,4294967301.5,3.5,0.0759,0.0785,0.25,NA,0.1957,0,0.290513765178368,1,0.4545,0.0787,0.473684210526316,0.616441421715449,0.207514339159822,3.75,3.60719041278296
4,0.2265,0.055911044973545,0.6429,0.060077519379845,0.399250210171402,0.4,8,2147483652,3.5,0.0445,0.0461,0.425,NA,0.17,0.117647058823529,0.290513765178368,1.17647058823529,0.25,0.065,0.631578947368421,0.616441421715449,0.280975743474508,4.4,3.60719041278296
7.5,0.0021,0.00231481481481482,0.5094,0.0523255813953488,0.150514997831991,0.1,2,268435505.000009,3.5,0.0211,0.0218,-0.35,NA,0.2445,0.705882352941177,0.290513765178368,1.41176470588235,1,0.016,0.947368421052632,0.616441421715449,0.688247201611685,0.3,3.60719041278296
8,0.0475,0.0998098544973545,0.6136,0.063953488372093,0.107581301877432,0.2,4,2147483650,3.5,0.0412,0.0427,-0.05,NA,0.3201,0.235294117647059,0.290513765178368,1.05882352941176,0.6667,0.0293,0.842105263157895,0.616441421715449,0.458831467741124,0.8,3.60719041278296
10,0.0158,0.0998098544973545,0.6,0.063953488372093,0,0.15,3,536870956.16667,3.5,0.0384,0.0398,-0.233333333333333,NA,0.3811,0.294117647058824,0.290513765178368,1.05882352941176,1,0.0224,0.894736842105263,0.616441421715449,0.54611868127275,0.3,3.60719041278296
10,0,0,0.5,0.0503875968992248,0,0.05,1,134217776.500017,3.5,0.0125,0.0129,-0.9,NA,0.3434,0.764705882352941,0.290513765178368,1.47058823529412,NA,0.0103,1,0.616441421715449,1,0.1,3.60719041278296
10,0.0057,0.0388144841269841,0.551,0.0581395348837209,0,0.1,2,268435505.000009,3.5,0.0248,0.0256,-0.4,NA,0.4007,0.588235294117647,0.290513765178368,1.23529411764706,1,0.0165,0.947368421052632,0.616441421715449,0.688247201611685,0.2,3.60719041278296
10,0,0,0.4576,0.0503875968992248,0,0.05,1,134217776.500017,3.5,0.0123,0.0127,-0.9,NA,0.3851,0.823529411764706,0.290513765178368,1.47058823529412,NA,0.0101,1,0.616441421715449,1,0.1,3.60719041278296
3.5714,0.0742,0.00231481481481482,0.5625,0.0523255813953488,0.37136029977407,0.35,7,536870961.21429,3.5,0.0392,0.0406,0.257142857142857,NA,0.1784,0.176470588235294,0.290513765178368,1.41176470588235,0.5714,0.0506,0.684210526315789,0.616441421715449,0.312640945658523,2.8,3.60719041278296
10,0,0,0.5,0.0503875968992248,0,0.05,1,134217776.500017,3.5,0.0125,0.0129,-0.9,NA,0.3434,0.882352941176471,0.290513765178368,1.47058823529412,NA,0.0103,1,0.616441421715449,1,0.1,3.60719041278296
8.3333,0.0169,0.0757688492063492,0.587,0.062015503875969,0.100343331887994,0.15,3,536870956.16667,3.5,0.0322,0.0333,-0.2,NA,0.3086,0.352941176470588,0.290513765178368,1.11764705882353,1,0.0226,0.894736842105263,0.616441421715449,0.54611868127275,0.4,3.60719041278296
10,0,0,0.4576,0.0503875968992248,0,0.05,1,134217776.500017,3.5,0.0123,0.0127,-0.9,NA,0.3851,0.941176470588235,0.290513765178368,1.47058823529412,NA,0.0101,1,0.616441421715449,1,0.1,3.60719041278296
3.5,0.1184,0.0952380952380952,0.5556,0.157142857142857,0.0771213437990682,0.3077,4,2147483650,4,0.1454,0.069,0.0625,NA,0.2971,0.333333333333333,0.263960113960114,1.16666666666667,0.8333,0.0644,0.75,0.515582688963687,0.433012701892219,1.25,1.77966101694915
3.25,0.2783,0.80952380952381,0.5814,0.171428571428571,0.131839808028705,0.3077,4,2147483650,4,0.1187,0.0563,0.0833333333333333,NA,0.2353,0.5,0.263960113960114,1,0.3333,0.069,0.75,0.515582688963687,0.433012701892219,1.33333333333333,1.77966101694915
2.375,0.3717,0,0.6098,0.142857142857143,0.258956384175888,0.6154,8,2147483652,4,0.239,0.1133,0.416666666666667,NA,0.2944,0,0.263960113960114,1.33333333333333,0.3214,0.1304,0.416666666666667,0.515582688963687,0.228217732293819,4.33333333333333,1.77966101694915
2.75,0.1803,0.0952380952380952,0.5556,0.157142857142857,0.340800959856477,0.3077,4,2147483650,4,0.1034,0.049,0.25,NA,0.2002,0.666666666666667,0.263960113960114,1.16666666666667,0.3333,0.0705,0.75,0.515582688963687,0.433012701892219,2,1.77966101694915
2.8,0.1604,0,0.5319,0.142857142857143,0.232965490511111,0.3846,5,2147483650.5,4,0.1673,0.0794,0.266666666666667,NA,0.2852,0.166666666666667,0.263960113960114,1.33333333333333,0.6,0.082,0.666666666666667,0.515582688963687,0.365148371670111,2.33333333333333,1.77966101694915
2,0,0,0.3247,0.1,0.5,0.0769,1,134217776.500017,4,0.0088,0.0042,-0.5,NA,0.25,1,0.263960113960114,1.83333333333333,NA,0.0265,1,0.515582688963687,1,0.5,1.77966101694915
2.5,0.1091,0,0.4098,0.128571428571429,0.5,0.1538,2,268435505.000009,4,0.0294,0.014,0.125,NA,0.2,0.833333333333333,0.263960113960114,1.5,0,0.045,0.916666666666667,0.515582688963687,0.67700320038633,1.25,1.77966101694915
4.5714,0.5619,0.7,0.9444,0.0984848484848485,0,0.875,7,536870961.21429,2.35714285714286,0.5187,0.3464,0.108503401360544,NA,0.2706,0,0.251615844472987,1,0.5238,0.0967,0.142857142857143,0.705937322480231,0.142857142857143,1.75952380952381,2.02341137123746
5.2,0.1511,0.2,0.7391,0.0871212121212121,0,0.625,5,2147483650.5,2.35714285714286,0.4477,0.299,0.00190476190476189,NA,0.3781,0.0769230769230769,0.251615844472987,1.23076923076923,1,0.0656,0.428571428571429,0.705937322480231,0.29277002188456,1.00952380952381,2.02341137123746
